XSpeed,NormX,NormY,NormZ
8.33263397.0.0002,1.0000,-0.0034
8.26580715.0.0002,1.0000,-0.0034
8.19966030.-0.0000,1.0000,-0.0000
8.13406277.-0.0000,1.0000,-0.0000
8.06899071.-0.0000,1.0000,-0.0000
8.00443840.-0.0000,1.0000,-0.0000
7.94067764.0.0027,1.0000,0.0038
7.87748289.0.0027,1.0000,0.0038
7.81479359.0.0027,1.0000,0.0038
7.75259304.0.0024,1.0000,0.0038
7.69088936.0.0024,1.0000,0.0038
7.62967968.0.0024,1.0000,0.0038
7.56896019.0.0024,1.0000,0.0038
7.50872612.0.0024,1.0000,0.0038
7.44897461.0.0024,1.0000,0.0038
7.38970137.0.0024,1.0000,0.0038
7.33090210.0.0024,1.0000,0.0038
7.27257442.0.0024,1.0000,0.0038
7.21513414.0.0286,0.9995,-0.0163
7.15841770.0.0286,0.9995,-0.0163
7.10215473.0.0286,0.9995,-0.0163
7.04634094.0.0286,0.9995,-0.0163
6.99097443.0.0286,0.9995,-0.0163
6.93605137.0.0286,0.9995,-0.0163
6.88156605.0.0287,0.9994,-0.0167
6.82751656.0.0287,0.9994,-0.0167
6.77390003.0.0287,0.9994,-0.0167
6.72071218.0.0287,0.9994,-0.0167
6.66795015.0.0287,0.9994,-0.0167
6.38064766.-0.0093,0.9999,-0.0061
6.07085037.-0.0093,0.9999,-0.0061
5.96570015.-0.0093,0.9999,-0.0061
5.91720295.-0.0093,0.9999,-0.0061
5.86909294.-0.0093,0.9999,-0.0061
5.82136726.-0.0093,0.9999,-0.0061
5.77402306.-0.0093,0.9999,-0.0061
5.72705746.-0.0093,0.9999,-0.0061
5.68088865.0.0287,0.9994,-0.0167
5.63521004.0.0287,0.9994,-0.0167
5.59034061.0.0027,1.0000,0.0039
5.54428339.-0.0093,0.9999,-0.0061
5.49975157.0.0054,1.0000,0.0078
5.45648098.0.0054,1.0000,0.0078
5.41355610.0.0054,1.0000,0.0078
5.37097597.0.0054,1.0000,0.0078
5.32873583.0.0054,1.0000,0.0078
5.28683281.0.0054,1.0000,0.0078
5.24526596.0.0054,1.0000,0.0078
5.20403242.0.0054,1.0000,0.0078
5.16312838.0.0054,1.0000,0.0078
5.12255096.0.0054,1.0000,0.0078
5.08229876.0.0054,1.0000,0.0078
5.04236889.0.0054,1.0000,0.0078
5.00275803.0.0054,1.0000,0.0078
4.96346474.0.0054,1.0000,0.0078
4.92448616.0.0054,1.0000,0.0078
4.88581896.0.0054,1.0000,0.0078
4.84746075.0.0054,1.0000,0.0078
4.80941629.0.0054,1.0000,0.0078
4.77167654.0.0054,1.0000,0.0078
4.73423862.0.0054,1.0000,0.0078
4.69710064.0.0054,1.0000,0.0078
4.66025925.0.0054,1.0000,0.0078
4.62371206.0.0054,1.0000,0.0078
4.58745718.0.0054,1.0000,0.0078
4.55149269.0.0054,1.0000,0.0078
4.51580954.0.0054,1.0000,0.0078
4.48041248.0.0054,1.0000,0.0078
4.44529867.0.0054,1.0000,0.0078
4.41046524.0.0054,1.0000,0.0078
4.37591219.0.0054,1.0000,0.0078
4.34163475.0.0054,1.0000,0.0078
4.30763102.0.0054,1.0000,0.0078
4.27390003.0.0054,1.0000,0.0078
4.24043894.0.0054,1.0000,0.0078
4.20724583.0.0054,1.0000,0.0078
4.17431736.0.0054,1.0000,0.0078
4.14165306.0.0054,1.0000,0.0078
4.10925007.0.0054,1.0000,0.0078
4.07710600.0.0054,1.0000,0.0078
4.04522657.0.0054,1.0000,0.0078
4.01360130.0.0054,1.0000,0.0078
3.98222947.0.0054,1.0000,0.0078
3.95110822.0.0054,1.0000,0.0078
3.92023611.0.0054,1.0000,0.0078
3.88961124.0.0054,1.0000,0.0078
3.85923100.0.0054,1.0000,0.0078
3.82909417.0.0054,1.0000,0.0078
3.79919863.0.0054,1.0000,0.0078
3.76954222.0.0054,1.0000,0.0078
3.74012303.0.0054,1.0000,0.0078
3.71093917.0.0054,1.0000,0.0078
3.68198872.0.0054,1.0000,0.0078
3.65327024.0.0054,1.0000,0.0078
3.62478161.0.0054,1.0000,0.0078
3.59652066.0.0054,1.0000,0.0078
3.56848621.0.0054,1.0000,0.0078
3.54067612.0.0054,1.0000,0.0078
3.51308894.0.0054,1.0000,0.0078
3.48549080.0.0039,1.0000,0.0056
3.45812273.0.0039,1.0000,0.0056
3.43097401.0.0039,1.0000,0.0056
3.40404224.0.0039,1.0000,0.0056
3.37732601.0.0039,1.0000,0.0056
3.35115576.0.0017,0.9999,0.0116
3.32522440.0.0017,0.9999,0.0116
3.29950047.0.0017,0.9999,0.0116
3.27398252.0.0017,0.9999,0.0116
3.24866867.0.0017,0.9999,0.0116
3.22355676.0.0017,0.9999,0.0116
3.19864631.0.0017,0.9999,0.0116
3.17393517.0.0017,0.9999,0.0116
3.14942217.0.0017,0.9999,0.0116
3.12510514.0.0017,0.9999,0.0116
3.10098290.0.0017,0.9999,0.0116
