XSpeed,NormX,NormY,NormZ
10.31662941.0.0002,1.0000,-0.0034
10.23392773.0.0002,1.0000,-0.0034
10.15203285.-0.0000,1.0000,-0.0000
10.07081604.-0.0000,1.0000,-0.0000
9.99024963.-0.0000,1.0000,-0.0000
9.91058254.0.0027,1.0000,0.0038
9.83162498.0.0027,1.0000,0.0038
9.75329971.0.0027,1.0000,0.0038
9.67558765.0.0024,1.0000,0.0038
9.59849644.0.0024,1.0000,0.0038
9.52202320.0.0024,1.0000,0.0038
9.44616032.0.0024,1.0000,0.0038
9.37090492.0.0024,1.0000,0.0038
9.29625225.0.0024,1.0000,0.0038
9.22255898.0.0286,0.9995,-0.0163
9.14978027.0.0286,0.9995,-0.0163
9.07758236.0.0286,0.9995,-0.0163
9.00596333.0.0286,0.9995,-0.0163
8.93491745.0.0286,0.9995,-0.0163
8.86443901.0.0287,0.9994,-0.0167
8.79452419.0.0287,0.9994,-0.0167
8.72517014.0.0287,0.9994,-0.0167
8.65637016.0.0287,0.9994,-0.0167
8.28299904.-0.0093,0.9999,-0.0061
7.88083410.-0.0093,0.9999,-0.0061
7.74468517.-0.0093,0.9999,-0.0061
7.68197918.-0.0093,0.9999,-0.0061
7.61980009.-0.0093,0.9999,-0.0061
7.55813789.-0.0093,0.9999,-0.0061
7.49699593.-0.0093,0.9999,-0.0061
7.43665123.0.0287,0.9994,-0.0167
7.37621164.-0.0093,0.9999,-0.0061
7.31677103.0.0027,1.0000,0.0039
7.25886393.0.0054,1.0000,0.0078
7.20151711.0.0054,1.0000,0.0078
7.14462900.0.0054,1.0000,0.0078
7.08819675.0.0054,1.0000,0.0078
7.03221512.0.0054,1.0000,0.0078
6.97668219.0.0054,1.0000,0.0078
6.92159319.0.0054,1.0000,0.0078
6.86694527.0.0054,1.0000,0.0078
6.81273460.0.0054,1.0000,0.0078
6.75895739.0.0054,1.0000,0.0078
6.70561028.0.0054,1.0000,0.0078
6.65269756.0.0054,1.0000,0.0078
6.60020685.0.0054,1.0000,0.0078
6.54813576.0.0054,1.0000,0.0078
6.49648190.0.0054,1.0000,0.0078
6.44524145.0.0054,1.0000,0.0078
6.39441109.0.0054,1.0000,0.0078
6.34398746.0.0054,1.0000,0.0078
6.29395962.0.0054,1.0000,0.0078
6.24433374.0.0054,1.0000,0.0078
6.19510508.0.0054,1.0000,0.0078
6.14627028.0.0054,1.0000,0.0078
6.09782696.0.0054,1.0000,0.0078
6.04976988.0.0054,1.0000,0.0078
6.00209808.0.0054,1.0000,0.0078
5.90789604.0.0054,1.0000,0.0078
5.86136055.0.0054,1.0000,0.0078
5.81520271.0.0054,1.0000,0.0078
5.76941299.0.0054,1.0000,0.0078
5.72399139.0.0054,1.0000,0.0078
5.67893219.0.0054,1.0000,0.0078
5.63423300.0.0054,1.0000,0.0078
5.58989239.0.0054,1.0000,0.0078
5.54590654.0.0054,1.0000,0.0078
5.50227261.0.0054,1.0000,0.0078
5.45898724.0.0054,1.0000,0.0078
5.41604853.0.0054,1.0000,0.0078
5.37345409.0.0054,1.0000,0.0078
5.33120012.0.0054,1.0000,0.0078
5.28904676.0.0039,1.0000,0.0056
5.24724197.0.0039,1.0000,0.0056
5.20577097.0.0039,1.0000,0.0056
5.16463280.0.0039,1.0000,0.0056
5.12413788.0.0017,0.9999,0.0116
5.08401585.0.0017,0.9999,0.0116
5.04421520.0.0017,0.9999,0.0116
5.00473213.0.0017,0.9999,0.0116
4.96556568.0.0017,0.9999,0.0116
4.92671204.0.0017,0.9999,0.0116
4.88816977.0.0017,0.9999,0.0116
4.84993553.0.0017,0.9999,0.0116
4.81200743.0.0017,0.9999,0.0116
4.77438354.0.0017,0.9999,0.0116
4.73706055.0.0017,0.9999,0.0116
4.69970894.0.0162,0.9999,0.0007
4.66268921.0.0162,0.9999,0.0007
4.62596607.0.0162,0.9999,0.0007
4.58953762.0.0162,0.9999,0.0007
4.55340052.0.0162,0.9999,0.0007
4.51775217.-0.0223,0.9982,0.0558
4.47946262.-0.0383,0.9990,0.0251
4.44411278.-0.0383,0.9990,0.0251
4.40904522.-0.0383,0.9990,0.0251
4.37425852.-0.0383,0.9990,0.0251
4.33975029.-0.0383,0.9990,0.0251
4.30551910.-0.0383,0.9990,0.0251
4.27156067.-0.0383,0.9990,0.0251
4.23787498.-0.0383,0.9990,0.0251
4.20445824.-0.0383,0.9990,0.0251
4.17130899.-0.0383,0.9990,0.0251
4.13842487.-0.0383,0.9990,0.0251
4.10580444.-0.0383,0.9990,0.0251
4.07344484.-0.0383,0.9990,0.0251
4.04134417.-0.0383,0.9990,0.0251
4.00986481.0.0011,0.9999,0.0122
3.97868490.0.0011,0.9999,0.0122
3.94775486.0.0011,0.9999,0.0122
3.91707206.0.0011,0.9999,0.0122
3.88663459.0.0011,0.9999,0.0122
3.85644078.0.0011,0.9999,0.0122
3.82648802.0.0011,0.9999,0.0122
3.79677534.0.0011,0.9999,0.0122
3.76730037.0.0011,0.9999,0.0122
3.73806143.0.0011,0.9999,0.0122
3.70905638.0.0011,0.9999,0.0122
3.68028355.0.0011,0.9999,0.0122
3.64980221.-0.0079,1.0000,-0.0027
3.62012482.-0.0079,1.0000,-0.0027
3.59068537.-0.0079,1.0000,-0.0027
3.56146765.-0.0077,1.0000,-0.0030
3.53248525.-0.0077,1.0000,-0.0030
3.50373435.-0.0077,1.0000,-0.0030
3.47521377.-0.0077,1.0000,-0.0030
3.44691706.-0.0075,1.0000,-0.0032
3.41884613.-0.0075,1.0000,-0.0032
3.39100003.-0.0075,1.0000,-0.0032
3.36337662.-0.0075,1.0000,-0.0032
3.33597469.-0.0075,1.0000,-0.0032
3.30879211.-0.0075,1.0000,-0.0032
3.28182650.-0.0075,1.0000,-0.0032
3.25507712.-0.0075,1.0000,-0.0032
3.22854185.-0.0075,1.0000,-0.0032
3.20221901.-0.0075,1.0000,-0.0032
3.17610645.-0.0075,1.0000,-0.0032
3.15020275.-0.0075,1.0000,-0.0032
3.12450695.-0.0075,1.0000,-0.0032
3.09901690.-0.0075,1.0000,-0.0032
3.07336426.-0.0045,0.9999,-0.0093
3.04795408.-0.0045,0.9999,-0.0093
3.02274728.-0.0045,0.9999,-0.0093
2.99774218.-0.0045,0.9999,-0.0093
2.97293711.-0.0045,0.9999,-0.0093
2.94833040.-0.0045,0.9999,-0.0093
2.92392111.-0.0045,0.9999,-0.0093
2.89970684.-0.0045,0.9999,-0.0093
2.87568688.-0.0045,0.9999,-0.0093
2.85185885.-0.0045,0.9999,-0.0093
2.82822132.-0.0045,0.9999,-0.0093
2.80477309.-0.0045,0.9999,-0.0093
2.52607656.-0.0045,0.9999,-0.0093
2.22555971.-0.0045,0.9999,-0.0093
2.13685942.-0.0045,0.9999,-0.0093
2.11917806.-0.0045,0.9999,-0.0093
2.10163760.-0.0045,0.9999,-0.0093
2.08423710.-0.0045,0.9999,-0.0093
2.06697607.-0.0045,0.9999,-0.0093
2.04985309.-0.0045,0.9999,-0.0093
2.03286695.-0.0045,0.9999,-0.0093
2.01601696.-0.0045,0.9999,-0.0093
1.99930143.-0.0045,0.9999,-0.0093
1.98272014.-0.0045,0.9999,-0.0093
1.96627128.-0.0045,0.9999,-0.0093
1.94982421.-0.0061,0.9999,-0.0094
1.93351471.-0.0061,0.9999,-0.0094
1.91733599.-0.0061,0.9999,-0.0094
1.90128660.-0.0061,0.9999,-0.0094
1.88536561.-0.0061,0.9999,-0.0094
1.86957204.-0.0061,0.9999,-0.0094
1.85390472.-0.0061,0.9999,-0.0094
1.83836305.-0.0061,0.9999,-0.0094
1.82324028.-0.0032,1.0000,-0.0062
1.80824518.-0.0032,1.0000,-0.0062
1.79337013.-0.0032,1.0000,-0.0062
1.77861404.-0.0032,1.0000,-0.0062
1.76397610.-0.0032,1.0000,-0.0062
1.74945533.-0.0032,1.0000,-0.0062
1.73505068.-0.0032,1.0000,-0.0062
1.72076130.-0.0032,1.0000,-0.0062
1.70658636.-0.0032,1.0000,-0.0062
1.69252491.-0.0032,1.0000,-0.0062
1.66473842.-0.0032,1.0000,-0.0062
1.65101171.-0.0032,1.0000,-0.0062
1.63739491.-0.0032,1.0000,-0.0062
1.56115699.-0.0032,1.0000,-0.0062
1.54837739.-0.0032,1.0000,-0.0062
1.53570056.-0.0032,1.0000,-0.0062
1.52312517.-0.0032,1.0000,-0.0062
1.51065028.-0.0032,1.0000,-0.0062
1.49827540.-0.0032,1.0000,-0.0062
1.48599970.-0.0032,1.0000,-0.0062
1.47382212.-0.0032,1.0000,-0.0062
1.46174192.-0.0032,1.0000,-0.0062
1.44975841.-0.0032,1.0000,-0.0062
1.43787086.-0.0032,1.0000,-0.0062
1.42607832.-0.0032,1.0000,-0.0062
1.41438019.-0.0032,1.0000,-0.0062
